a,啊
bisutka,bí-su̍t-ka
bisutkuan,美術館
bisutkuan,bí-su̍t-kuán
bitbee,密碼
bitbee,bi̍t-bée
bite,米袋
bite,bí-tē
bitek,美德
bitek,bí-tek
bithoo,沕雨
bithoo,bi̍t-hōo
bitkua,蜜瓜
bitkua,bi̍t-kua
bitlah,蜜蠟
bitlah,bi̍t-la̍h
bitphang,蜜蜂
bitphang,bi̍t-phang
bitphangsiu,蜜蜂藪
bitphangsiu,bi̍t-phang-siū
bitpo,密報
bitpo,bi̍t-pò
bitpo,䘃婆
bitpo,bi̍t-pô
Bitsek,美籍
Bitsek,Bí-tse̍k
bitsek,密室
bitsek,bi̍t-sek
bitsengthng,味噌湯
bitsengthng,bī-tseng-thng
bitshe,米粞
bitshe,bí-tshè
bitshek,米粟
bitshek,bí-tshek
bitsiaunn,米漿
bitsiaunn,bí-tsiaunn
bitsionn,米漿
bitsionn,bí-tsionn
bitsiuthau,米酒頭
bitsiuthau,bí-tsiú-thâu
bitsui,米水
bitsui,bí-tsuí
bittham,密探
bittham,bi̍t-thàm
bittinn,蜜甜
bittinn,bi̍t-tinn
bittsiu,蜜酒
bittsiu,bi̍t-tsiú
bittso,蜜棗
bittso,bi̍t-tsó
bo,拇
bu,bú
boa,無啊
boa,bô-a
boakiann,母仔囝
boakiann,bó-á-kiánn
boanne,無按呢
boanne,bô-án-nee
boantsuann,無按怎
boantsuann,bô-án-tsuánn
bobibosoo,無味無素
bobibosoo,bô-bī-bô-sòo
bobin,無面
bobin,bô-bīn
bobintsu,無面子
bobintsu,bô-bīn-tsú
boboo,無某
boboo,bô-bóo
boe,母的
boe,bó-ê
boe,無的
boe,bô-ê
boeng,無閒
boeng,bô-êng
bogam,無啱
bogam,bô-gam
bogaukun,無𠢕滾
bogaukun,bô-gâu-kún
bogeesai,無牙獅
bogeesai,bô-gêe-sai
bogiah,無額
bogiah,bô-gia̍h
bogin,母銀
bogin,bó-gîn
boginioo,無議量
boginioo,bô-gī-niōo
bogu,母語
bogu,bó-gú
bogusaibee,無牛駛馬
bogusaibee,bô-gû-sái-bée
bohai,無害
bohai,bô-hāi
bohau,母校
bohau,bó-hāu
bohau,無孝
bohau,bô-hàu
boheeloh,無下落
boheeloh,bô-hēe-lo̍h
boho,無好
boho,bô-hó
bohong,無風
bohong,bô-hong
bohoobin,無予面
bohoobin,bô-hōo-bīn
bohu,無符
bohu,bô-hû
bohua,無花
bohua,bô-hua
bohuat,無法
bohuat,bô-huat
bohuheemaho,無魚蝦嘛好
bohuheemaho,bô-hû-hêe-mā-hó
bohun,無份
bohun,bô-hūn
bohun,無痕
bohun,bô-hûn
bohut,無核
bohut,bô-hu̍t
boi,母姨
boi,bó-î
boiohi,無藥醫
boiohi,bô-io̍h-i
boiong,無用
boiong,bô-iōng
boitteng,無一定
boitteng,bô-it-tēng
bojin,無認
bojin,bô-jīn
bojin,無仁
bojin,bô-jîn
bojuaku,無偌久
bojuaku,bô-juā-kú
bokau,無到
bokau,bô-kàu
bokau,無夠
bokau,bô-kàu
bokaulat,無夠力
bokaulat,bô-kàu-la̍t
bokbeng,莫名
bokbeng,bo̍k-bêng
bokbengkimiau,莫名其妙
bokbengkimiau,bo̍k-bêng-kî-miāu
bokee,無價
bokee,bô-kèe
bokhangsun,無空榫
bokhangsun,bô-khang-sún
bokholeng,無可能
bokholeng,bô-khò-lêng
bokiambotsiann,無鹹無汫
bokiambotsiann,bô-kiâm-bô-tsiánn
bokiann,母囝
bokiann,bó-kiánn
bokiann,無驚
bokiann,bô-kiann
bokianni,母囝椅
bokianni,bó-kiánn-í
bokim,母妗
bokim,bó-kīm
bokkeng,木磬
bokkeng,bo̍k-kèng
bokkua,木瓜
bokkua,bo̍k-kua
Bokkuakhe,木瓜溪
Bokkuakhe,Bo̍k-kua-khe
Bokkuasuann,木瓜山
Bokkuasuann,Bo̍k-kua-suann
Bokkuatshuan,木瓜村
Bokkuatshuan,Bo̍k-kua-tshuan
bokliau,木料
bokliau,bo̍k-liāu
boksai,木師
boksai,bo̍k-sai
boktek,目的
boktek,bo̍k-te̍k
boktiaunn,牧場
boktiaunn,bo̍k-tiâunn
boktionn,牧場
boktionn,bo̍k-tiônn
boktseng,目前
boktseng,Bo̍k-tsêng
boku,母舅
boku,bó-kū
boku,無久
boku,bô-kú
bokuanhee,無關係
bokuanhee,bô-kuan-hēe
bokukong,母舅公
bokukong,bó-kū-kong
bolah,無啦
bolah,bô-lah
bolangu,無人有
bolangu,bô-lâng-ū
bolausit,無老實
bolausit,bô-láu-si̍t
boleh,無咧
boleh,bô-leh
bolemau,無禮貌
bolemau,bô-lé-māu
bolesoo,無禮數
bolesoo,bô-lé-sòo
boli,無理
boli,bô-lí
boliau,無了
boliau,bô-liáu
bolipian,無利便
bolipian,bô-lī-piān
bolo,無囉
bolo,bô-ló
bolooiong,無路用
bolooiong,bô-lōo-iōng
boluaku,無偌久
boluaku,bô-luā-kú
bolui,無鐳
bolui,bô-lui
boluie,無鐳兮
boluie,bô-lui-ê
boluilang,無鐳人
boluilang,bô-lui-lâng
boma,無嘛
boma,bô-ma
bomee,無咩
bomee,bô-měe
bomeebojit,無暝無日
bomeebojit,bô-mêe-bô-ji̍t
bomia,無名
bomia,bô-miâ
bomih,無物
bomih,bô-mi̍h
bomihkiann,無物件
bomihkiann,bô-mi̍h-kiānn
bongbong,濛濛
bongbong,bông-bông
bongbong,朦朦
bongbong,bông-bông
bongkhu,墓丘
bongkhu,bōng-khu
bongmeeh,摸脈
bongmeeh,bong-me̍eh
bongpoo,墓埔
bongpoo,bōng-poo
bongsiong,夢想
bongsiong,bōng-sióng
bongtseng,芒種
bongtseng,bông-tséng
bongtshatsha,蒙查查
bongtshatsha,bōng-tshā-tshā
bonibogueh,無年無月
bonibogueh,bô-nî-bô-gue̍h
booek,貿易
booek,bōo-e̍k
booheng,模型
booheng,bôo-hêng
boohuanseng,模範生
boohuanseng,bôo-huān-seng
booiaunn,模樣
booiaunn,bôo-iāunn
booionn,模樣
booionn,bôo-iōnn
bookiann,姥囝
bookiann,bóo-kiánn
boosek,模式
boosek,bôo-sek
bootsaihaibeng,謀財害命
bootsaihaibeng,bôo-tsâi-hāi-bēng
bopian,無便
bopian,bô-piàn
bopuann,無盤
bopuann,bô-puânn
bopue,無桮
bopue,bô-pue
bosiang,無像
bosiang,bô-siāng
bosiangkan,無相干
bosiangkan,bô-siang-kan
bosimtseng,無心情
bosimtseng,bô-sim-tsêng
bosiniong,無信用
bosiniong,bô-sìn-iōng
bosiosim,無小心
bosiosim,bô-sió-sim
bosong,無爽
bosong,bô-sóng
bosu,無事
bosu,bô-sū
bosui,無嫷
bosui,bô-suí
botekkhak,無的確
botekkhak,bô-tek-khak
bothan,無趁
bothan,bô-thàn
bothe,母體
bothe,bó-thé
bothiann,無疼
bothiann,bô-thiànn
boti,無佇
boti,bô-tī
botian,無電
botian,bô-tiān
botiannbotioh,無定無著
botiannbotioh,bô-tiānn-bô-tio̍h
botiaukiann,無條件
botiaukiann,bô-tiâu-kiānn
botiaunnti,無張持
botiaunnti,bô-tiaunn-tî
botseng,無情
botseng,bô-tsêng
botsengtsha,無精差
botsengtsha,bô-tseng-tsha
botshin,母親
botshin,bó-tshin
botshinbotsiann,無親無戚
botshinbotsiann,bô-tshin-bô-tsiânn
botsiaboam,無遮無掩
botsiaboam,bô-tsia-bô-am
botsinn,母錢
botsinn,bó-tsînn
botsio,無招
botsio,bô-tsio
botsiok,無足
botsiok,bô-tsiok
botsitee,無一下
botsitee,bô-tsi̍t-ēe
botsui,無注意
botsui,無水
botsui,bô-tsuí
botsun,無準
botsun,bô-tsún
botsusi,無註死
botsusi,bô-tsù-sí
bottoi,瓿瓵
bottoi,bo̍t-toi
bottoikiann,瓿瓵囝
bottoikiann,bo̍t-toi-kiánn
bottoithat,瓿瓵塞
bottoithat,bo̍t-toi-that
botuiphinn,無對片
botuiphinn,bô-tuì-phìnn
bowo,無喔
bowo,bô-wō
buaa,磨仔
buaa,buâ-á
buahiu,抹油
buahiu,buah-iû
buanhantsuansek,滿漢全席
buanhantsuansek,buán-hàn-tsuân-se̍k
buanni,晚年
buanni,buán-nî
buanpo,晚報
buanpo,buán-pò
buanpue,晚輩
buanpue,buán-puè
buantsheng,晚清
buantsheng,buán-tsheng
buato,磨刀
buato,buâ-to
bue,梅
bue,buê
buea,梅仔
buea,buê-á
bueapiann,梅仔餅
bueapiann,buê-á-piánn
buegee,尾牙
buegee,bué-gêe
buehnee,欲呢
buehnee,bueh-nêe
bueho,未好
bueho,buē-hó
buehoo,未予
buehoo,buē-hōo
buehua,欲倚
buehua,bueh-uá
bueiah,尾蛺
bueiah,bué-ia̍h
bueiahtua,尾蛺帶
bueiahtua,bué-ia̍h-tuā
buekee,未嫁
buekee,buē-kèe
buekeng,尾景
buekeng,bué-kéng
buekiann,尾囝
buekiann,bué-kiánn
buekiok,尾局
buekiok,bué-kio̍k
buelai,尾來
buelai,bué-lâi
bueliau,未了
bueliau,buē-liáu
bueoo,尾湖
bueoo,bué-ôo
bueseng,未成
bueseng,buē-sêng
buesenglian,未成年
buesenglian,buē-sêng-liân
buesoo,尾數
buesoo,bué-sòo
buetiann,未定
buetiann,buē-tiānn
buetseng,未曾
buetseng,buē-tsêng
buetsengbue,未曾未
buetsengbue,buē-tsêng-buē
buetshua,未娶
buetshua,buē-tshuā
buheng,無形
buheng,bû-hêng
bui,吠
bui,buī
bukanghu,武功夫
bukanghu,bú-kang-hu
bukhek,舞曲
bukhek,bú-khek
bukiat,武吉
bukiat,bú-kiat
bukit,武吉
bukit,bú-kit
bukuan,武館
bukuan,bú-kuán
bulangleng,舞弄龍
bulangleng,bú-lāng-lêng
bulangsai,舞弄獅
bulangsai,bú-lāng-sai
bulek,武力
bulek,bú-le̍k
buleng,無能
buleng,bû-lêng
bunbeng,文明
bunbing,bûn‑bîng
bunbeng,聞名
bunbeng,bûn-bêng
bunbu,文武
bunbu,bûn-bú
bunbutiaunn,文武場
bunbutiaunn,bûn-bú-tiâunn
bunbutionn,文武場
bunbutionn,bûn-bú-tiônn
bunhua,文華
bunhua,bûn-huâ
bunkek,文革
bunkek,bûn-kek
bunlai,汶萊
bunlai,Bûn-lâi
bunpeng,文憑
bunpeng,bûn-pêng
bunpuinn,燜飯
bunpuinn,būn-puīnn
bunsiu,文秀
bunsiu,bûn-siù
Buntek,文德
Buntek,Bûn-tek
buntsai,文才
buntsai,bûn-tsâi
buntseng,問政
buntseng,būn-tsèng
buntshai,文采
buntshai,bûn-tshái
buphueh,霧沫
buphueh,bū-phue̍h
bupoo,武步
bupoo,bú-pōo
buseng,武生
buseng,bú-seng
Busengbio,武聖廟
Busengbio,Bú-sèng-biō
buta,憮打
buta,bû-tá
butkee,物價
butkee,bu̍t-kèe
dehdeh,棣棣
dehdeh,de̍h-de̍h
e,兮
e,ê
ea,矮仔
ea,é-á
ea,鞋仔
ea,ê-á
eatok,矮仔獨
eatok,é-á-to̍k
ebe,會袂
ebe,ē-bē
ebin,鞋抿
ebin,ê-bín
ee,下
ee,ēe
eeam,下頷
eeam,ēe-ām
eeam,下暗
eeam,ēe-àm
eebin,下面
eebin,ēe-bīn
eee,下的
eee,ēe-ê
eeguehjit,下月日
eeguehjit,ēe-gue̍h-ji̍t
eehai,下頦
eehai,ēe-hâi
eeham,下𦜆
eeham,ēe-ham
eehue,下回
eehue,ēe-huê
eehuinn,下昏
eehuinn,ēe-huinn
eehuinnam,下昏暗
eehuinnam,ēe-huinn-àm
eehuinntuinn,下昏頓
eehuinntuinn,ēe-huinn-tuìnn
eeian,下沿
eeian,ēe-iân
Eeiannhiong,下營鄉
Eeiannhiong,Ēe-iânn-hiong
eejit,下日
eejit,ēe-ji̍t
eekai,下改
eekai,ēe-kái
eekai,下屆
eekai,ēe-kài
eekang,下港
eekang,ēe-káng
eekaulang,啞口人
eekaulang,ée-káu-lâng
eekha,下跤
eekha,ēe-kha
eekha,下骹
eekha,ēe-kha
eekhatshiulang,下跤手人
eekhatshiulang,ēe-kha-tshiú-lâng
eekogueh,下個月
eekogueh,ēe-kò-gue̍h
eekok,下顎
eekok,ēe-kok
eekue,下過
eekue,ēe-kuè
eelepai,下禮拜
eelepai,ēe-lé-pài
Eenaa,下林仔
Eenaa,Ēe-nâ-á
eeni,下年
eeni,ēe-nî
eepai,下擺
eepai,ēe-pái
Eepithau,下埤頭
Eepithau,ēe-pi-thâu
eepoo,下晡
eepoo,ēe-poo
eepuannmee,下半暝
eepuannmee,ēe-puànn-mêe
eepuannsin,下半身
eepuannsin,ēe-puànn-sin
eepue,下輩
eepue,ēe-puè
eesi,下司
eesi,ēe-si
eesilang,下世人
eesilang,ēe-sì-lâng
eesin,下身
eesin,ēe-sin
eetau,下斗
eetau,ēe-táu
eetau,下度
eetōo,ēe-tōo
eetau,下晝
eetau,ēe-tàu
eetaupuinn,下晝飯
eetaupuinn,ēe-tàu-puīnn
eetautuinn,下晝頓
eetautuinn,ēe-tàu-tuìnn
eete,下底
eete,ēe-té
eetepeng,下底爿
eetepeng,ēe-té-pêng
eethau,下頭
eethau,ēe-thâu
eetsaia,下早仔
eetsaia,ēe-tsái-á
eetsan,下層
eetsan,ēe-tsàn
eetshiu,下手
eetshiu,ēe-tshiú
eetsian,下賤
eetsian,ēe-tsiān
eetsite,下一个
eetsite,ēe-tsi̍t-ê
eetsua,下匝
eetsua,ēe-tsuā
eeun,下勻
eeun,ēe-ûn
ehopuann,會和盤
ehopuann,ē-hô-puânn
eiongtit,會用得
eiongtit,ē-iōng-tit
ejin,會認
ejin,ē-jīn
ek,益
ek,溢
ek,億
ek,憶
ek,亦
ek,役
ek,扼
ek,易
ek,疫
ek,域
ek,腋
ek,譯
ek,驛
ek,ek
ek,e̍k
ekbiau,疫苗
ekbiau,e̍k-biâu
ekham,會堪
ekham,ē-kham
ekhi,會去
ekhi,ē-khì
ekhi,會起
ekhi,ē-khí
ekhui,會開
ekhui,ē-khui
eki,會記
eki,ē-kì
ekitit,會記得
ekitit,ē-kì-tit
ekkeng,易經
ekkeng,ek-keng
ekkeng,浴間
ekkeng,e̍k-keng
eklam,役男
eklam,e̍k-lâm
ekleng,溢奶
ekleng,ek-leng
eksiu,益壽
eksiu,ek-siū
ekthang,浴桶
ekthang,e̍k-tháng
ekthe,液體
ekthe,e̍k-thé
ekti,浴池
ekti,e̍k-tî
ektiaunn,浴場
ektiaunn,e̍k-tiâunn
ektionn,浴場
ektionn,e̍k-tiônn
ektseng,疫情
ektseng,e̍k-tsêng
ektshiahsuinn,溢刺酸
ektshiahsuinn,ek-tshiah-suinn
ektshu,益處
ektshu,ek-tshù
ektsia,譯者
ektsia,e̍k-tsiá
eku,會久
eku,ē-kú
ekue,會過
ekue,ē-kuè
eliau,會了
eliau,ē-liáu
eluan,會亂
eluan,ē-luān
elun,會忍
elun,ē-lún
eng,坱
eng,英
eng,瑛
eng,櫻
eng,鶯
eng,癰
eng,鷹
eng,鸚
eng,永
eng,泳
eng,影
eng,阮
eng,壅
eng,應
eng,蕹
eng,盈
eng,閒
eng,楹
eng,榮
eng,瑩
eng,螢
eng,營
eng,贏
eng,eng
eng,éng
eng,èng
eng,êng
enga,癰仔
enga,eng-á
enganhiong,永安鄉
enganhiong,éng-an-hiong
engaua,閒仔話
engaua,êng-á-uā
engbin,榮民
engbin,êng-bîn
engboo,螢幕
engboo,êng-bōo
engbun,英文
engbun,eng-bûn
engeng,往往
engeng,éng-éng
enggiam,應驗
enggiam,èng-giām
enggiap,營業
enggiap,êng-gia̍p
enggu,英語
enggu,eng-gú
enghau,應效
enghau,èng-hāu
engheng,榮幸
engheng,êng-hēng
enghiong,英雄
enghiong,eng-hiông
enghiong,影響
enghiong,éng-hióng
enghotshi,永和市
enghotshi,éng-hô-tshī
enghu,應付
enghu,èng-hù
enghua,櫻花
enghua,eng-hua
engia,坱埃
engia,eng-ia
engiau,應邀
engiau,èng-iau
engiau,榮耀
engiau,êng-iāu
engiong,應用
engiong,èng-iōng
engiong,營養
engiong,êng-ióng
engkai,應該
engkai,eng-kai
engkaijian,應該然
engkaijian,eng-kai-jiân
engkailian,應該然
engkailian,eng-kai-liân
engkang,閒工
engkang,êng-kang
engkee,鷹架
engkee,eng-kèe
engkeng,閒間
engkeng,êng-keng
engkhong,永康
engkhong,éng-khong
engkhongtshi,永康市
engkhongtshi,éng-khong-tshī
engkian,營建
engkian,êng-kiàn
engkip,應急
engkip,èng-kip
engkiu,永久
engkiu,éng-kiú
engko,鶯歌
engko,eng-ko
engko,鸚哥
engko,eng-ko
engkok,英國
engkok,eng-kok
engkoklang,英國人
engkoklang,eng-kok-lâng
engkokpeng,英國兵
engkokpeng,eng-kok-peng
engkoktsiu,英國守
engkoktsiu,eng-kok-tsiú
engkokua,英國話
engkokua,eng-kok-uā
engkonga,應公仔
engkonga,èng-kong-á
engkophinn,鸚哥鼻
engkophinn,eng-ko-phīnn
engkotin,鶯歌鎮
engkotin,eng-ko-tìn
engkotsioh,鶯歌石
engkotsioh,eng-ko-tsio̍h
englang,閒人
englang,êng-lâng
engleng,永寧
engleng,éng-lêng
engli,英里
engli,eng-lí
engli,營利
engli,êng-lī
englok,永樂
englok,éng-lo̍k
englui,閒鐳
englui,êng-lui
engpian,應變
engpian,èng-piàn
engpong,英鎊
engpong,eng-pōng
engpui,壅肥
engpui,èng-puî
engsi,閒時
engsi,êng-sî
engsiansian,閒仙仙
engsiansian,êng-sian-sian
engsiok,永續
engsiok,éng-sio̍k
engsiong,英商
engsiong,eng-siong
engsiu,應酬
engsiu,èng-siû
engsiu,營收
engsiu,êng-siu
engteng,應徵
engteng,èng-teng
engtho,櫻桃
engtho,eng-thô
engtong,應當
engtong,eng-tong
engtsai,英才
engtsai,eng-tsâi
engtseng,永靖
engtseng,éng-tsēng
engtsenghiong,永靖鄉
engtsenghiong,éng-tsēng-hiong
engtshai,蕹菜
engtshai,èng-tshài
engtshan,壅田
engtshan,èng-tshân
engtshioh,英尺
engtshioh,eng-tshioh
engtshun,英吋
engtshun,eng-tshùn
engtshun,永春
engtshun,éng-tshun
engtsinn,閒錢
engtsinn,êng-tsînn
engtso,營造
engtso,êng-tsō
engtui,應對
engtui,èng-tuì
engu,盈餘
engu,êng-û
engu,榮譽
engu,êng-ū
engua,閒話
engua,êng-uā
enguan,永遠
enguan,éng-uán
engue,因爲
engue,in-uī
engui,因爲
engui,in-uī
engun,營運
engun,êng-ūn
enn,嬰
enn,enn
ennboa,嬰母仔
ennboa,enn-bó-á
ephainnse,會歹勢
ephainnse,ē-pháinn-sè
erh,呃
erh,erh
esaiannee,會使按呢
esaiannee,ē-sái-án-nee
esaibe,會使袂
esaibe,ē-sái-bē
esi,的時
esi,ê-sî
esoh,鞋索
esoh,ê-soh
ete,鞋底
ete,ê-té
ethong,會通
ethong,ē-thong
ethoolang,挨塗礱
ethoolang,e-thôo-lâng
ethua,鞋拖
ethua,ê-thua
etitkue,會得過
etitkue,ē-tit-kuè
etong,會擋
etong,ē-tòng
etshut,會出
etshut,ē-tshut
etsiahkhoo,會食苦
etsiahkhoo,ē-tsia̍h-khóo
etsiau,會齊
etsiau,ē-tsiâu
etsun,會準
etsun,ē-tsún
etsun,會准
etsun,ē-tsún
gakkhek,樂曲
gakkhek,ga̍k-khek
gakli,樂理
gakli,ga̍k-lí
gaksu,樂師
gaksu,ga̍k-su
galeng,呀呤
galeng,gâ-leng
galenggaleng,呀呤呀呤
galenggaleng,gâ-leng-gâ-leng
galo,訝鬧
galo,gâ-lō
gamgam,啱啱
gamgam,gam-gam
gampenn,癌病
gampenn,gâm-pēnn
gamtseng,癌症
gamtseng,gâm-tsèng
ganlek,眼力
gan,眼
ganlek,gán-le̍k
gaugau,𠢕𠢕
gaugau,gâu-gâu
gaukap,敖唊
gaukap,gâu-ka̍p
gaukun,淆滾
gaukun,gâu-kún
gaulang,敖人
gaulang,gâu-lâng
gausuinn,敖算
gausuinn,gâu-suìnn
gautsa,敖早
gautsa,gâu-tsá
gautsiah,敖食
gautsiah,gâu-tsia̍h
gee,嚙
gee,牙
gee,㤉
gee,芽
gee,衙
gee,gèe
gee,gêe
geekoo,芽菇
geekoo,gêe-koo
geekoopiann,芽菇餅
geekoopiann,gêe-koo-piánn
geemui,衙門
geemui,gêe-muî
Geemuikhau,衙門口
Geemuikhau,Gêe-muî-kháu
geesiau,㤉潲
geesiau,gêe-siâu
geetso,牙槽
geetso,gêe-tsô
geetsokut,牙槽骨
geetsokut,gêe-tsô-kut
gek,逆
gek,獄
gek,ge̍k
geka,玉仔
geka,ge̍k-á
gekkeng,逆境
gekkeng,ge̍k-kéng
gekkhi,玉器
gekkhi,ge̍k-khì
gekkhuan,玉環
gekkhuan,ge̍k-khuân
gekpue,玉佩
gekpue,ge̍k-puē
gekthai,虐待
gekthai,ge̍k-thāi
gekthinn,逆天
gekthinn,ge̍k-thinn
gektsu,逆子
gektsu,ge̍k-tsú
gektu,玉箸
gektu,ge̍k-tū
geng,研
geng,géng
geng,凝
geng,gêng
genghueh,凝血
genghueh,gêng-hueh
gengpuah,研缽
gengpuah,géng-puah
gengsim,凝心
gengsim,gêng-sim
gengsng,凝霜
gengsng,gêng-sng
gengthui,研槌
gengthui,géng-thuî
gengtsian,迎戰
gengtsian,gêng-tsiàn
gengtsiap,迎接
gengtsiap,gêng-tsiap
gengtso,研槽
gengtso,géng-tsô
giahee,擎下
giahee,giâ-hēe
giahiaunn,擎香
giahiaunn,giâ-hiaunn
giahionn,擎香
giahionn,giâ-hionn
giahsiann,額聲
giahsiann,gia̍h-siann
giahsoo,額數
giahsoo,gia̍h-sòo
giakee,夯枷
giakee,giâ-kêe
giaki,擎旗
giaki,giâ-kî
giakuan,擎懸
giakuan,giâ-kuân
giamjio,驗尿
giamjio,giām-jiō
giamjuah,驗熱
giamjuah,giām-jua̍h
giamjuahpio,驗熱錶
giamjuahpio,giām-jua̍h-pio
giamjuahtsiam,驗熱針
giamjuahtsiam,giām-jua̍h-tsiam
giamkeeh,嚴格
giamkeeh,giâm-keeh
giampenn,驗病
giampenn,giām-pēnn
giamtseng,驗證
giamtseng,giām-tsèng
gianggee,齴牙
gianggee,giàng-gêe
gianheng,言行
gianheng,giân-hêng
gianluntsuiu,言論自由
gianluntsuiu,giân-lūn-tsū-iû
giantsiu,癮酒
giantsiu,giàn-tsiú
giapmia,業命
giapmia,gia̍p-miā
giappo,業報
giappo,gia̍p-pò
giapsan,業產
giapsan,gia̍p-sán
giapsiau,業數
giapsiau,gia̍p-siàu
giaptsek,業績
giaptsek,gia̍p-tsek
giathau,擎頭
giathau,giâ-thâu
giatkhiataua,孽譎仔話
giatkhiataua,gia̍t-khiat-á-uā
giatsau,擎走
giatsau,giâ-tsáu
giatshiu,擎手
giatshiu,giâ-tshiú
giatshu,夯厝
giatshu,giâ-tshù
giatu,擎箸
giatu,giâ-tū
giatuaki,擎大旗
giatuaki,giâ-tuā-kî
gihek,疑惑
gihek,gî-he̍k
gikiann,義囝
gikiann,gī-kiánn
gili,疑理
gili,gî-lí
gimtshiaunn,吟唱
gimtshiaunn,gîm-tshiàunn
gimtshionn,吟唱
gimtshionn,gîm-tshiònn
ginahi,囡仔戲
ginahi,gín-á-hì
ginakui,囡仔鬼
ginakui,gín-á-kuí
ginaseng,囡仔性
ginaseng,gín-á-sèng
ginatsi,囡仔姊
ginatsi,gín-á-tsí
ginho,銀河
ginho,gîn-hô
ginhun,銀婚
ginhun,gîn-hun
ginpoh,銀箔
ginpoh,gîn-po̍h
ginpue,銀杯
ginpue,gîn-pue
ginsek,銀色
ginsek,gîn-sek
gintsiam,銀針
gintsiam,gîn-tsiam
gintuann,銀單
gintuann,gîn-tuann
gintun,銀盾
gintun,gîn-tún
gioklanhua,玉蘭花
gioklanhua,gio̍k-lân-hua
gioktshiulimhong,玉樹臨風
gioktshiulimhong,gio̍k-tshiū-lîm-hong
giongkong,仰光
giongkong,gióng-kong
giongkongloo,仰光路
giongkongloo,gióng-kong-lōo
gisek,儀式
gisek,gî-sek
gisu,義士
gisu,gī-sū
Gitekhiong,義竹鄉
Gitekhiong,Gī-tek-hiong
giteng,擬定
giteng,gí-tēng
giteng,擬訂
giteng,gí-tēng
giteng,議程
giteng,gī-têng
gitiaunn,議長
gitiaunn,gī-tiáunn
gitiaunn,議場
gitiaunn,gī-tiâunn
gitionn,議長
gitionn,gī-tiónn
gitionn,議場
gitionn,gī-tiônn
gongbin,戇面
gongbin,gōng-bīn
gongkiann,戇囝
gongkiann,gōng-kiánn
gongsiaunn,戇想
gongsiaunn,gōng-siāunn
gongsiausiaunn,戇肖想
gongsiausiaunn,gōng-siàu-siāunn
gongsiausionn,戇肖想
gongsiausionn,gōng-siàu-siōnn
gongsionn,戇想
gongsionn,gōng-siōnn
gongua,戇話
gongua,gōng-uā
gooban,五萬
gooban,gōo-bān
goobi,五味
goobi,gōo-bī
gooek,五億
gooek,gōo-ek
googueh,五月
googueh,gōo-gue̍h
googuehtshegoo,五月初五
googuehtshegoo,gōo-gue̍h-tshe-gōo
goohang,五行
goohang,gōo-hâng
goohuatsapsek,五花十色
goohuatsapsek,gōo-hua-tsa̍p-sek
gookak,五角
gookak,gōo-kak
gookakheng,五角型
gookakheng,gōo-kak-hêng
Gookengtshu,五間厝
Gookengtshu,gōo-keng-tshù
gookenn,五更
gookenn,gōo-kenn
gookhaki,五骹基
gookhaki,gōo-kha-kì
gookitshiu,五支鬚
gookitshiu,gōo-ki-tshiu
gookui,五鬼
gookui,gōo-kuí
gooliaptshenn,五粒星
gooliaptshenn,gōo-lia̍p-tshenn
goopah,五百
goopah,gōo-pah
goopahban,五百萬
goopahban,gōo-pah-bān
goopau,五包
goopau,gōo-pau
goopehsi,五八四
goopehsi,gōo-peh-sì
goopuat,五鏺
goopuat,gōo-pua̍t
goosenn,五姓
goosenn,gōo-sènn
goosiann,五成
goosiann,gōo-siânn
goosiuthng,五壽糖
goosiuthng,gōo-siū-thn̂g
gootiamhua,五點花
gootiamhua,gōo-tiám-hua
gootiauloo,五條路
gootiauloo,gōo-tiâu-lōo
gootsainn,五指
gootsainn,gōo-tsáinn
gootsap,五十
gootsap,gōo-tsa̍p
gootsapban,五十萬
gootsapban,gōo-tsa̍p-bān
gootsapgoo,五十五
gootsapgoo,gōo-tsa̍p-gōo
gootsapit,五十一
gootsapit,gōo-tsa̍p-it
gootsapji,五十二
gootsapji,gōo-tsa̍p-jī
gootsapkau,五十九
gootsapkau,gōo-tsa̍p-káu
gootsaplak,五十六
gootsaplak,gōo-tsa̍p-la̍k
gootsappeh,五十八
gootsappeh,gōo-tsa̍p-peh
gootsapsann,五十三
gootsapsann,gōo-tsa̍p-sann
gootsapsi,五十四
gootsapsi,gōo-tsa̍p-sì
gootsaptsheng,五十千
gootsaptsheng,gōo-tsa̍p-tsheng
gootsaptshit,五十七
gootsaptshit,gōo-tsa̍p-tshit
gootsheng,五千
gootsheng,gōo-tsheng
gootshengban,五千萬
gootshengban,gōo-tsheng-bān
gootsiu,五洲
gootsiu,gōo-tsiu
gootuasenn,五大姓
gootuasenn,gōo-tuā-sènn
guahanglang,外行人
guahanglang,guā-hâng-lâng
guaheng,外形
guaheng,guā-hêng
guaheng,外型
guaheng,guā-hêng
guaho,外號
guaho,guā-hō
guakee,外家
guakee,guā-kee
guakeetshu,外家厝
guakeetshu,guā-kee-tshù
gualek,外力
gualek,guā-le̍k
guama,外嬤
guama,guā-má
guanheng,原形
guanheng,guân-hêng
guanheng,原型
guanheng,guân-hêng
guankee,原價
guankee,guân-kèe
guankiann,原件
guankiann,guân-kiānn
guanmia,原名
guanmia,guân-miâ
guansek,原色
guansek,guân-sek
GuansekkaPhoksekkuan,玩石家博石館
